PB_Obj;PB_Longi;PB_Latid;PB_Link10;PB_Den10;PB_Pob10;PB_UHecta;PB_Upobla;PB_UMen18;PB_UPEA65;PB_UMay65;PB_Uinmig;PB_UPorInm;PB_RCHect;PB_UDenHo;PB_UHogar;PB_UDenNBIH;PB_UNBIH;PB_UPorNBIH;PB_UDenNBI;PB_UNBI;PB_UPorNBI;GN_AuUni;GN_AuTra;GN_AuT1;GN_AuT2;GN_AuT3;GN_AuT4;GN_AuT5;GN_AuT6;GN_AuT7;GN_AuT8;GN_AuT9;GN_Secto;GN_SecNo;GN_SecSu;GN_AuKm2;GN_DsAu;Log_DsAU;GN_Ds100;GN_DsAuI;GN_AuFra;GN_AuFra1;GN_AuFra2;GN_AuFra3;GN_AuFra4;GN_DsAve;GN_DsSub;GN_DsEVe;GN_DsAcc;GN_DenPC;GN_EVeAm;RU_Id;RU_NDbaM;RU_NDbaX;RU_DDbaM;RU_DDbaX;RU_IdAu;RU_Ds;RU_DsInv;RU_Accio;RU_Reloc;RU_Aisla;RU_Prote;BA_Id;BA_Ds;BA_DsInv;BA_TBAu;BA_CPasan;BA_CCorta;BA_TVia;BA_SentVi;BA_TrPub;BA_IdTra;BA_NomTra;BA_TraAl;BA_TraMe;BA_TraBa;QR_PrAmb;QR_EsPub;QR_Total;QR_DenHa
995;103178,1;100865,4;20062010;407,547;864;2,118;863,267;122,896;551,532;188,84;55,94;0,065;2,122;181,412;384,268;0;0;0;0,472;0,999;0,001;1044;6;0;0;0;0;0;1;0;0;0;NORTE;1;0;0,02118202;833,66672;6,725833706;900;0,00119952;4;0;0;0;1;66,04371606;638,8882587;421,556132;847,4280179;1;0;994;71,607237;76,607237;76,607237;81,607237;762;666;0,0015;Proteger;0;0;1;47;843,5242874;0,001185502;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;9;35;44;43,179588
996;104601;100878,5;20051906;166,598;808;1,676;279,271;46,66;188,024;44,586;27,648;0,099;4,844;68,123;114,197;0,62;1,039;0,009;2,48;4,157;0,015;1045;4;0;0;0;1;0;0;0;0;0;NORTE;1;0;0,01676318;619,2853651;6,428566176;700;0,001614764;3;0;0;1;0;71,53024588;497,9827286;80,33180335;785,447014;1;0;995;71,511331;76,511331;76,511331;81,511331;816;565;0,0018;Proteger;0;0;1;35;627,1344597;0,001594554;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;4;19;23;19,700214
997;106141,2;100892,4;20032205;294,182;809;1,378;405,493;69,169;270,663;65,661;49,632;0,122;2,745;130,796;180,285;1,099;1,514;0,008;8,384;11,556;0,028;1046;3;0;0;1;0;0;0;0;0;0;NORTE;1;0;0,01378374;344,4718554;5,84201239;400;0,002902995;3;0;0;1;0;204,1196232;221,4908321;635,1335191;344,4718554;1;0;996;66,19331;71,19331;71,19331;76,19331;946;204;0,0049;Proteger;0;0;1;21;368,1449856;0,002716321;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;4;18;22;19,274575
998;108637,2;100893,9;20012406;192;720;1,655;317,825;35,755;219,829;62,241;43,701;0,137;3,75;97,334;161,121;0,263;0,435;0,003;0,535;0,886;0,003;1047;1;1;0;0;0;0;0;0;0;0;NORTE;1;0;0,01655337;127,2464071;4,84612542;200;0,007858768;3;0;0;1;0;61,15329208;994,2350023;223,5382308;127,2464071;3;0;997;76,607237;81,607237;81,511331;86,511331;1408;61;0,0164;Aislar;0;1;0;3;163,6024728;0,006112377;Calle pasante;1;0;Avenida;Doble;1;2;Alta;1;0;0;0;19;19;12,548709
999;103290,6;100922,9;20051711;240,822;879;0,77;185,463;28,695;125,752;31,016;16,247;0,088;3,648;117,32;90,351;0,551;0,425;0,005;0,551;0,425;0,002;1048;5;0;0;0;0;1;0;0;0;0;NORTE;1;0;0,00770125;873,6986013;6,772735466;900;0,001144559;4;0;0;0;1;54,21431645;664,7405926;470,8827183;932,9586846;3;0;998;71,607237;76,607237;76,607237;81,607237;762;746;0,0013;Proteger;0;0;1;46;882,7171038;0,001132866;Calle pasante;1;0;Avenida;Doble;1;2;Alta;1;0;0;1;22;23;24,442083
1000;105178,6;100881,3;20032504;186,595;696;1,612;300,757;54,879;192,294;53,583;35,008;0,116;3,729;72,935;117,558;0,54;0,87;0,007;8,045;12,967;0,043;1049;4;0;0;0;1;0;0;0;0;0;NORTE;1;0;0,01611816;558,9790818;6,326112052;600;0,001788976;3;0;0;1;0;192,4700037;438,7650929;456,1704054;558,9790818;1;0;999;66,19331;71,19331;71,19331;76,19331;824;450;0,0022;Proteger;0;0;1;29;577,4809904;0,001731659;Calle pasante;1;0;Calle;Sencillo;1;1;Media;0;1;0;0;12;12;9,166603
1001;106254,2;100899,4;20032204;353,793;513;1,443;510,523;69,662;383,141;57,72;86,585;0,17;1,45;169,696;244,871;2,766;3,991;0,016;8,281;11,95;0,023;1050;3;0;0;1;0;0;0;0;0;0;NORTE;1;0;0,01442998;320,7241324;5,770581353;400;0,003117944;3;0;0;1;0;200,4861405;282,9685594;530,0848744;320,7241324;1;0;1000;66,19331;71,19331;71,19331;76,19331;950;200;0,005;Proteger;0;0;1;20;343,8986413;0,002907834;Calle pasante;1;0;Calle;Sencillo;0;1;Media;0;1;0;2;56;58;62,473072
1002;108770,5;100903,3;20012407;33,432;566;1,592;53,213;9,214;35,726;8,273;8,743;0,164;16,917;15,428;24,557;0,355;0,565;0,023;0,768;1,223;0,023;1051;1;1;0;0;0;0;0;0;0;0;NORTE;1;0;0,01591685;89,06633021;4,489381375;100;0,011227587;3;0;0;1;0;61,37948166;1127,786198;333,0055576;89,06633021;3;0;1001;76,511331;81,511331;81,511331;86,511331;1001;0;0;Aislar;0;1;0;2;148,8478748;0,006718269;Calle cortada;0;1;Calle;Sencillo;0;0;Baja;0;0;1;0;23;23;12,536109
1003;106373;100905,9;20032102;313,402;912;1,585;496,813;66,46;335,567;94,786;52,861;0,106;2,909;136,495;216,376;0,682;1,082;0,005;2,402;3,808;0,008;1052;3;0;0;1;0;0;0;0;0;0;NORTE;1;0;0,01585224;302,9650279;5,713617379;400;0,003300711;3;0;0;1;0;198,3045175;277,841108;423,5088026;302,9650279;1;0;1002;71,511331;76,511331;76,511331;81,511331;953;198;0,0051;Proteger;0;0;1;20;319,8215486;0,003126744;Calle pasante;1;0;Calle;Sencillo;1;1;Media;0;1;0;2;56;58;62,473072
1004;108873,1;100913,3;20012407;33,432;566;0,931;31,124;5,389;20,896;4,839;5,114;0,164;16,917;15,428;14,363;0,355;0,33;0,023;0,768;0,715;0,023;1053;1;1;0;0;0;0;0;0;0;0;NORTE;1;0;0,00930969;71,5743485;4,270736749;100;0,013971486;3;0;0;1;0;38,38783065;1230,872569;373,2655689;71,5743485;1;0;1003;76,607237;81,607237;81,511331;86,511331;1003;0;0;Aislar;0;1;0;2;140,9793115;0,007093239;Calle cortada;0;1;Calle;Sencillo;0;0;Baja;0;0;1;0;23;23;12,536109
1005;103419,2;100899,5;20051711;240,822;879;1,969;474,115;73,355;321,47;79,289;41,532;0,088;3,648;117,32;230,973;0,551;1,086;0,005;0,551;1,086;0,002;1054;5;0;0;0;0;1;0;0;0;0;NORTE;1;0;0,01968735;831,2837645;6,72297121;900;0,001202959;4;0;0;0;1;72,2436077;653,886004;593,9331484;890,6508694;1;0;1004;71,511331;76,511331;76,511331;81,511331;767;703;0,0014;Proteger;0;0;1;45;841,2862741;0,001188656;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;0;15;15;15,72327
1006;102501,8;100913,7;20062004;488,073;532;1,092;532,988;84,156;353,656;95,176;29,048;0,054;1,091;234,562;256,147;0,915;0,999;0,004;1,83;1,998;0,004;1055;7;0;0;0;0;0;0;1;0;0;NORTE;1;0;0,01092024;993,032269;6,90076316;1000;0,001007017;4;0;0;0;1;66,06722274;307,4254324;264,6002299;993,032269;3;0;1005;71,511331;76,511331;76,19331;81,19331;752;824;0,0012;Proteger;0;0;1;52;1004,693334;0,000995329;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;2;7;9;13,17716
1007;103540,8;100916,8;20051710;204,595;757;1,466;299,853;63,773;197,262;38,818;30,105;0,1;3,702;75,638;110,855;0,272;0,399;0,004;0,272;0,399;0,001;1056;5;0;0;0;0;1;0;0;0;0;NORTE;1;0;0,01465598;832,6571825;6,724622012;900;0,001200974;4;0;0;0;1;68,35079967;694,5717385;697,1259832;853,2627539;1;0;1006;71,511331;76,511331;76,511331;81,511331;785;699;0,0014;Proteger;0;0;1;44;840,6659835;0,001189533;Calle pasante;1;0;Calle;Sencillo;1;1;Media;0;1;0;0;6;6;6,025306
1008;104737,7;100904,6;20032501;305,25;1221;2,178;664,945;152,485;459,09;53,37;40,828;0,061;3,995;127,653;278,075;0,498;1,084;0,004;3,255;7,091;0,011;1057;4;0;0;0;1;0;0;0;0;0;NORTE;1;0;0,02178363;628,8173423;6,443840821;700;0,001590287;3;0;0;1;0;67,56606916;444,3527768;122,052353;753,8490773;1;0;1007;71,511331;76,511331;76,511331;81,511331;816;525;0,0019;Proteger;0;0;1;34;642,6289565;0,001556108;Calle pasante;1;0;Calle;Sencillo;1;1;Media;0;1;0;1;4;5;5,575379
1009;108394,7;100971,1;20012502;114,793;388;0,27;31,045;3,761;22,724;4,561;5,119;0,165;3,379;52,973;14,326;0,297;0,08;0,006;0,593;0,16;0,005;1058;1;1;0;0;0;0;0;0;0;0;NORTE;1;0;0,00270445;204,8135744;5,322100172;300;0,004882489;3;0;0;1;0;151,9444997;764,980672;0;204,8135744;0;0;1008;71,607237;76,607237;76,511331;81,511331;1402;152;0,0066;Proteger;0;0;1;5;242,4803379;0,004124046;Calle pasante;1;0;Calle;Sencillo;1;1;Media;0;1;0;1;19;20;15,267176
1010;106505,5;100922,2;20032104;369,231;768;2,087;770,645;124,427;520,787;125,43;85,31;0,111;2,078;166,998;348,553;3,373;7,041;0,02;22,612;47,194;0,061;1059;3;0;0;1;0;0;0;0;0;0;NORTE;1;0;0,02087164;299,5369608;5,702237818;300;0,003338486;3;0;0;1;0;70,82914321;212,6295829;320,2026127;315,0446605;1;0;1009;76,607237;81,607237;81,607237;86,607237;957;205;0,0049;Aislar;0;1;0;19;310,2004618;0,003223722;Calle pasante;1;0;Avenida;Sencillo;1;2;Alta;1;0;0;3;8;11;10,431484
1011;102628,6;100943,8;20062005;633,333;836;1,323;838,149;139,357;530,36;168,432;51,127;0,061;1,323;290,32;384,207;1,51;1,998;0,005;1,51;1,998;0,002;1060;6;0;0;0;0;0;1;0;0;0;NORTE;1;0;0,01323393;977,4197418;6,884916183;1000;0,001023102;4;0;0;0;1;64,00878465;320,3790794;196,6023248;977,4197418;3;0;1010;71,511331;76,511331;76,19331;81,19331;752;809;0,0012;Proteger;0;0;1;51;1015,291531;0,000984939;Calle pasante;1;0;Avenida;Doble;1;2;Alta;1;0;0;0;17;17;16,745469
1012;105309,4;100913,1;20032504;186,595;696;2,119;395,475;72,163;252,854;70,458;46,033;0,116;3,729;72,935;154,581;0,54;1,144;0,007;8,045;17,05;0,043;1061;4;0;0;0;1;0;0;0;0;0;NORTE;1;0;0,02119425;566,5397673;6,339547276;600;0,001765101;3;0;0;1;0;193,179912;363,9657504;378,5261978;566,5397673;1;0;1011;66,19331;71,19331;71,19331;76,19331;915;478;0,0021;Proteger;0;0;1;28;591,8407486;0,001689644;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;1;7;8;6,478782
1013;104850,4;100928,6;20032502;180,407;709;0,941;169,829;34,253;114,976;20,6;32,573;0,192;3,925;75,157;70,751;1,526;1,436;0,02;9,68;9,113;0,054;1062;4;0;0;0;1;0;0;0;0;0;NORTE;1;0;0,00941366;645,8560787;6,470576691;700;0,001548333;3;0;0;1;0;67,57642987;428,0688857;221,70947;711,0162245;3;0;1012;71,511331;76,511331;76,511331;81,511331;816;520;0,0019;Proteger;0;0;1;34;652,7406797;0,001532002;Calle pasante;1;0;Calle;Sencillo;1;1;Media;0;1;0;1;4;5;5,575379
1014;103679,1;100931,7;20051710;204,595;757;2,239;458,134;97,437;301,388;59,309;45,997;0,1;3,702;75,638;169,37;0,272;0,61;0,004;0,272;0,61;0,001;1063;5;0;0;0;0;1;0;0;0;0;NORTE;1;0;0,02239228;822,7869108;6,71269725;900;0,001215382;4;0;0;0;1;66,08350588;758,2892779;822,4278847;822,7869108;1;0;1013;71,511331;76,511331;76,511331;81,511331;785;694;0,0014;Proteger;0;0;1;42;835,5307837;0,001196844;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;0;8;8;8,020854
1015;106644,1;100931,1;20012006;388,614;785;2,016;783,586;118,785;500,098;164,703;84,862;0,108;2,019;166,453;335,628;3,962;7,988;0,024;28,73;57,929;0,074;1064;2;0;1;0;0;0;0;0;0;0;NORTE;1;0;0,0201636;226,9725865;5,424829246;300;0,004405818;3;0;0;1;0;67,96596831;215,4712;236,910202;226,9725865;1;0;1014;76,63713;81,63713;76,607237;81,607237;1419;102;0,0098;Proteger;0;0;1;18;301,1717016;0,003320365;Calle pasante;1;0;Calle;Sencillo;1;1;Media;0;1;0;2;16;18;11,039558
1016;103821,3;100945,4;20051709;257,143;558;1,57;403,682;60,77;269,845;73,068;29,671;0,074;2,168;116,702;183,207;2,311;3,628;0,02;8,298;13,026;0,032;1065;5;0;0;0;0;1;0;0;0;0;NORTE;1;0;0,01569876;800,0514476;6,684676035;900;0,00124992;4;0;0;0;1;67,57351101;758,9424433;765,3568852;800,0514476;0;0;1015;71,511331;76,511331;76,19331;81,19331;785;712;0,0014;Proteger;0;0;1;41;822,3159124;0,001216078;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;0;10;10;7,748935
1017;106772,3;100942;20012007;265,746;481;1,808;480,429;77,907;311,63;90,892;45,929;0,096;1,808;114,489;206,98;1,66;3,001;0,014;2,771;5,009;0,01;1066;2;0;1;0;0;0;0;0;0;0;NORTE;1;0;0,0180785;206,885252;5,332164301;300;0,004833597;3;0;0;1;0;196,5419107;288,2345435;218,2146824;206,885252;0;0;1016;66,607237;71,607237;76,63713;81,63713;1419;75;0,0133;Proteger;0;0;1;17;292,8420042;0,003414811;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;0;5;5;3,889537
1018;103902,2;100952;20051709;257,143;558;0,599;154,1;23,198;103,01;27,893;11,326;0,074;2,168;116,702;69,937;2,311;1,385;0,02;8,298;4,973;0,032;1067;5;0;0;0;0;1;0;0;0;0;NORTE;1;0;0,00599278;791,5821828;6,674033706;800;0,001263293;4;0;0;0;1;67,27574693;706,3817025;687,8539186;791,5821828;0;0;1017;71,511331;76,511331;76,511331;81,511331;785;734;0,0014;Proteger;0;0;1;41;816,7809278;0,001224319;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;0;10;10;7,748935
1019;102744,7;100959,6;20061908;755,833;907;1,199;905,954;114,868;638,263;152,824;45,932;0,051;1,197;360,036;431,545;0,828;0,993;0,002;2,52;3,021;0,003;1068;6;0;0;0;0;0;1;0;0;0;NORTE;1;0;0,01198616;955,2882884;6,862013168;1000;0,001046804;4;0;0;0;1;179,5641917;381,8497098;193,7855494;955,2882884;0;0;1018;71,607237;76,607237;76,607237;81,607237;752;802;0,0012;Proteger;0;0;1;50;1009,823033;0,000990273;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;0;10;10;7,222302
1020;104922,3;100946,5;20032502;180,407;709;1,051;189,643;38,25;128,39;23,003;36,373;0,192;3,925;75,157;79,005;1,526;1,604;0,02;9,68;10,176;0,054;1069;4;0;0;0;1;0;0;0;0;0;NORTE;1;0;0,01051194;661,1366401;6,493960536;700;0,001512547;3;0;0;1;0;67,37188181;436,218102;292,3717967;694,7216523;1;0;1019;71,511331;76,511331;76,511331;81,511331;816;533;0,0019;Proteger;0;0;1;33;671,2751912;0,001489702;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;0;8;8;14,995314
1021;103970,2;100955,4;20051708;200,427;938;1,217;243,845;40,814;163,517;39,514;23,921;0,098;4,675;82,345;100,183;0,428;0,521;0,005;2,355;2,865;0,012;1070;5;0;0;0;0;1;0;0;0;0;NORTE;1;0;0,01216626;782,7310056;6,662789094;800;0,001277578;4;0;0;0;1;64,79093785;664,8741284;622,784318;782,7310056;1;0;1020;71,511331;76,511331;76,511331;81,511331;775;744;0,0013;Proteger;0;0;1;40;804,98211;0,001242264;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;6;18;24;19,434772
1022;106902,9;100951,9;20012008;273,301;563;2,065;564,328;97,229;379,894;87,205;104,231;0,185;2,064;105,628;218,108;3,877;8,005;0,037;31,498;65,04;0,115;1071;2;0;1;0;0;0;0;0;0;0;NORTE;1;0;0,0206486;259,4639037;5,558617594;300;0,003854101;3;0;0;1;0;205,0747313;322,8159417;232,6251863;259,4639037;1;0;1021;66,607237;71,607237;76,63713;81,63713;1419;103;0,0097;Proteger;0;0;1;16;284,6376053;0,003513239;Calle pasante;1;0;Calle;Sencillo;1;1;Media;0;1;0;3;2;5;4,11049
1023;104079,7;100967;20051608;294,286;1030;1,7;500,404;119,028;312,874;68,502;70,457;0,141;3,496;107,537;182,856;4,291;7,296;0,04;11,152;18,962;0,038;1072;5;0;0;0;0;1;0;0;0;0;NORTE;1;0;0,01700403;777,0294401;6,655478239;800;0,001286953;4;0;0;0;1;66,64891273;613,6452822;521,7868111;777,0294401;1;0;1022;71,19331;76,19331;76,19331;81,19331;784;740;0,0014;Proteger;0;0;1;39;800,6452871;0,001248993;Calle pasante;1;0;Calle;Sencillo;1;1;Media;0;1;0;0;21;21;20,019066
1024;107038,5;100964,7;20012107;219,274;785;1,883;412,793;73,093;280,279;59,421;80,453;0,195;3,574;92,899;174,886;4,199;7,905;0,045;31,056;58,464;0,142;1073;2;0;1;0;0;0;0;0;0;0;NORTE;1;0;0,01882548;265,1814377;5,580414262;300;0,003771003;3;0;0;1;0;208,1931527;236,4833204;309,2895235;266,3577779;1;0;1023;66,511331;71,511331;76,63713;81,63713;1378;208;0,0048;Proteger;0;0;1;15;279,7591318;0,003574504;Calle pasante;1;0;Calle;Sencillo;1;1;Media;0;1;0;1;13;14;13,906824
1025;102870,9;100976,8;20061907;552;966;1,753;967,632;171,289;619,044;177,299;65,122;0,067;1,75;253,699;444,723;2,283;4,003;0,009;4,008;7,027;0,007;1074;6;0;0;0;0;0;1;0;0;0;NORTE;1;0;0,01752956;947,1711434;6,853479799;1000;0,001055775;4;0;0;0;1;248,3895204;473,1577643;194,7845625;947,1711434;1;0;1024;66,511331;71,511331;71,511331;76,511331;762;797;0,0013;Proteger;0;0;1;49;1002,546461;0,00099746;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;0;50;50;30,915724
1026;107171,9;100973,5;20012108;145,91;553;1,909;278,593;48,867;185,392;44,333;37,276;0,134;3,783;63,437;121,122;0,793;1,514;0,012;10,042;19,174;0,069;1075;2;0;1;0;0;0;0;0;0;0;NORTE;1;0;0,01909342;262,5752941;5,570537876;300;0,003808431;3;0;0;1;0;208,1743479;207,4278995;338,6249695;305,5496258;1;0;1025;66,511331;71,511331;71,511331;76,511331;1033;195;0,0051;Proteger;0;0;1;14;275,9743866;0,003623525;Calle pasante;1;0;Calle;Sencillo;1;1;Media;0;1;0;3;9;12;11,623402
1027;105456,2;100953,6;20032402;175,103;851;2,281;399,479;73,7;268,041;57,739;81,214;0,203;4,857;69,173;157,812;1,439;3,282;0,021;11,324;25,834;0,065;1076;4;0;0;0;1;0;0;0;0;0;NORTE;1;0;0,02281398;570,0653497;6,345751003;600;0,001754185;3;0;0;1;0;76,73674908;302,1807785;302,7158028;570,0653497;1;0;1026;71,511331;76,511331;76,511331;81,511331;915;406;0,0025;Proteger;0;0;1;27;608,1079626;0,001644445;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;1;18;19;18,227168
1028;104214,8;100977,8;20051611;213,883;1063;1,866;399,057;81,088;240,636;77,334;34,918;0,087;4,969;85,325;159,197;0,802;1,496;0,009;4,625;8,628;0,022;1077;5;0;0;0;0;1;0;0;0;0;NORTE;1;0;0,01865771;776,5906439;6,65491337;800;0,00128768;4;0;0;0;1;65,38851001;570,3160626;402,1309293;780,3822384;1;0;1027;71,19331;76,19331;76,19331;81,19331;794;732;0,0014;Proteger;0;0;1;38;785,6545936;0,001272824;Calle pasante;1;0;Avenida;Sencillo;1;2;Alta;1;0;0;0;5;5;4,956875
1029;105577,3;100977,1;20032402;175,103;851;1,386;242,723;44,78;162,861;35,082;49,346;0,203;4,857;69,173;95,887;1,439;1,994;0,021;11,324;15,697;0,065;1078;3;0;0;1;0;0;0;0;0;0;NORTE;1;0;0,01386176;532,5296517;6,27763858;600;0,00187783;3;0;0;1;0;46,36348175;293,8040597;297,6926879;532,5296517;1;0;1028;71,511331;76,511331;76,511331;81,511331;915;374;0,0027;Proteger;0;0;1;25;604,7025352;0,001653706;Calle pasante;1;0;Calle;Sencillo;1;1;Media;0;1;0;0;13;13;7,561657
1030;107303,4;100980,8;20012104;347,305;1160;1,741;604,571;119,872;426,847;57,851;112,027;0,185;3,338;149,81;260,781;7,191;12,517;0,048;58,426;101,704;0,168;1079;2;0;1;0;0;0;0;0;0;0;NORTE;1;0;0,01740747;215,2975228;5,372020898;300;0,004644735;3;0;0;1;0;207,726841;254,4088925;207,1580655;215,2975228;1;0;1029;66,511331;71,511331;71,511331;76,511331;1033;63;0,0159;Proteger;0;0;1;14;285,9513391;0,003497099;Calle pasante;1;0;Calle;Sencillo;1;1;Media;0;1;0;3;9;12;11,623402
1031;107609,8;100922,5;20012205;88,867;447;1,14;101,285;11,329;62,312;27,644;14,504;0,143;5,023;37,026;42,2;0;0;0;0;0;0;1080;1;1;0;0;0;0;0;0;0;0;NORTE;1;0;0,01139738;7,122351213;1,963237897;100;0,140403073;3;0;0;1;0;24,87422758;115,7562867;0;7,122351213;0;0;1030;76,19331;81,19331;81,19331;86,19331;1030;0;0;Aislar;0;1;0;11;220,6563481;0,004531934;Calle pasante;1;0;Calle;Sencillo;1;1;Media;0;1;0;0;23;23;10,456922
1032;107564,1;100935,9;20012205;88,867;447;0,842;74,819;8,369;46,029;20,42;10,714;0,143;5,023;37,026;31,173;0;0;0;0;0;0;1081;1;1;0;0;0;0;0;0;0;0;NORTE;1;0;0,0084192;31,8531059;3,461134894;100;0,031394113;3;0;0;1;0;16,45303184;148,2057317;0;31,8531059;0;0;1031;76,19331;81,19331;81,19331;86,19331;1031;0;0;Aislar;0;1;0;12;242,331137;0,004126585;Calle pasante;1;0;Calle;Sencillo;1;1;Media;0;1;0;0;11;11;4,980982
1033;107527;100917,3;20012205;88,867;447;1,102;97,915;10,952;60,239;26,724;14,021;0,143;5,023;37,026;40,796;0;0;0;0;0;0;1082;1;1;0;0;0;0;0;0;0;0;NORTE;1;0;0,01101818;0,364575755;-1,009020916;100;2,742914158;3;0;0;1;0;21,24990579;158,7435761;3,248402806;0,364575755;0;0;1032;81,511331;86,511331;86,511331;91,511331;1032;0;0;Aislar;0;1;0;12;216,5877397;0,004617067;Calle pasante;1;0;Calle;Sencillo;1;1;Media;0;1;0;0;11;11;4,980982
1034;107435,9;100984,5;20012110;215,873;816;1,884;406,744;71,28;284,621;50,843;64,306;0,158;3,776;99,582;187,631;1,852;3,49;0,019;17,218;32,441;0,08;1083;2;0;1;0;0;0;0;0;0;0;NORTE;1;0;0,01884182;86,37625042;4,458712759;100;0,011577256;3;0;0;1;0;110,2799959;271,7183243;74,72733429;86,37625042;1;0;1033;71,607237;76,607237;76,511331;81,511331;1033;0;0;Proteger;0;0;1;12;289,0404191;0,003459724;Calle pasante;1;0;Calle;Sencillo;1;1;Media;0;1;0;0;11;11;4,980982
1035;107694;100989;20012205;88,867;447;1,7;151,066;16,898;92,938;41,231;21,633;0,143;5,023;37,026;62,941;0;0;0;0;0;0;1084;1;1;0;0;0;0;0;0;0;0;NORTE;1;0;0,01699914;92,53706852;4,527609305;100;0,01080648;3;0;0;1;0;110,1017403;182,7484528;71,07244897;92,53706852;1;0;1034;76,63713;81,63713;81,607237;86,607237;1034;0;0;Aislar;0;1;0;11;286,3982834;0,003491641;Calle pasante;1;0;Calle;Sencillo;1;1;Media;0;1;0;0;23;23;10,456922
1036;107826,2;100991,2;20012204;265,476;446;1,682;446,594;75,1;300,4;71,095;58,057;0,13;1,684;122,957;206,842;1,783;2,999;0,015;17,816;29,971;0,067;1085;1;1;0;0;0;0;0;0;0;0;NORTE;1;0;0,01682238;224,6304384;5,414456556;300;0,004451756;3;0;0;1;0;197,3414185;253,4800719;203,1982627;224,6304384;0;0;1035;66,511331;71,511331;71,19331;76,19331;1034;66;0,0152;Aislar;0;1;0;10;288,0281992;0,003471882;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;0;0;0;0
1037;105676,4;100986,2;20032404;263,534;701;1,465;386,187;73,271;265,538;47,378;62,794;0,163;2,657;117,029;171,497;1,51;2,212;0,013;15,424;22,603;0,059;1086;3;0;0;1;0;0;0;0;0;0;NORTE;1;0;0,01465417;512,0185391;6,238360834;600;0,001953054;3;0;0;1;0;144,649223;314,1700894;323,9482322;512,0185391;1;0;1036;66,19331;71,19331;71,19331;76,19331;915;364;0,0027;Proteger;0;0;1;24;586,4531445;0,001705166;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;0;12;12;8,434666
1038;104350,3;100989;20051611;213,883;1063;1,668;356,666;72,474;215,073;69,119;31,208;0,087;4,969;85,325;142,286;0,802;1,337;0,009;4,625;7,712;0,022;1087;4;0;0;0;1;0;0;0;0;0;NORTE;1;0;0,01667571;766,5180515;6,641858249;800;0,001304601;4;0;0;0;1;64,06773013;557,7439842;296,3988321;805,9821366;1;0;1037;71,19331;76,19331;76,19331;81,19331;1340;725;0,0014;Proteger;0;0;1;37;776,3073214;0,00128815;Calle pasante;1;0;Calle;Sencillo;1;1;Media;0;1;0;0;3;3;3,269042
1039;105030,2;100973,7;20032502;180,407;709;1,923;346,967;69,981;234,9;42,086;66,548;0,192;3,925;75,157;144,546;1,526;2,934;0,02;9,68;18,618;0,054;1088;4;0;0;0;1;0;0;0;0;0;NORTE;1;0;0,01923246;681,8350628;6,524787785;700;0,00146663;3;0;0;1;0;67,02458522;470,8975162;400,8598847;684,9560134;1;0;1038;71,511331;76,511331;76,511331;81,511331;824;556;0,0018;Proteger;0;0;1;30;693,4386256;0,001442089;Calle pasante;1;0;Calle;Sencillo;1;1;Media;0;1;0;3;12;15;14,556041
1040;107959,4;100993,1;20012601;369,364;639;1,73;638,878;81,985;458,912;97,981;170,964;0,268;1,726;144,292;249,577;6,378;11,031;0,044;59,102;102,227;0,16;1089;1;1;0;0;0;0;0;0;0;0;NORTE;1;0;0,01729669;282,0413648;5,642053744;300;0,003545579;3;0;0;1;0;194,2649779;361,3660261;207,0894714;306,7398317;1;0;1039;61,19331;66,19331;71,19331;76,19331;1395;194;0,0052;Proteger;0;0;1;9;294,4727653;0,0033959;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;1;8;9;8,105917
1041;105772,3;100990,1;20032404;263,534;701;1,188;313,023;59,39;215,231;38,402;50,898;0,163;2,657;117,029;139,006;1,51;1,793;0,013;15,424;18,321;0,059;1090;3;0;0;1;0;0;0;0;0;0;NORTE;1;0;0,01187791;505,194589;6,22494368;600;0,001979435;3;0;0;1;0;188,5030578;355,5633203;376,4608445;505,194589;0;0;1040;66,19331;71,19331;76,511331;81,511331;922;354;0,0028;Proteger;0;0;1;24;561,9400556;0,001779549;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;0;12;12;8,434666
