PB_Obj;PB_Longi;PB_Latid;PB_Link10;PB_Den10;PB_Pob10;PB_UHecta;PB_Upobla;PB_UMen18;PB_UPEA65;PB_UMay65;PB_Uinmig;PB_RCHect;PB_UDenHo;PB_UHogar;PB_UDenNBIH;PB_UNBIH;PB_UDenNBI;PB_UNBI;GN_AuUni;GN_AuTra;GN_AuT1;GN_AuT2;GN_AuT3;GN_AuT4;GN_AuT5;GN_AuT6;GN_AuT7;GN_AuT8;GN_AuT9;GN_Secto;GN_SecNo;GN_SecSu;GN_AuKm2;GN_DsAu;GN_Ds100;GN_DsAuI;GN_AuFra;GN_AuFra1;GN_AuFra2;GN_AuFra3;GN_AuFra4;GN_DsAve;GN_DsSub;GN_DsEVe;GN_DsAcc;GN_DenPC;GN_EVeAm;RU_Id;RU_NDbaM;RU_NDbaX;RU_DDbaM;RU_DDbaX;RU_IdAu;RU_Ds;RU_DsInv;RU_Accio;RU_Reloc;RU_Aisla;RU_Prote;BA_Id;BA_Ds;BA_DsInv;BA_TBAu;BA_CPasan;BA_CCorta;BA_TVia;BA_SentVi;BA_TrPub;BA_IdTra;BA_NomTra;BA_TraAl;BA_TraMe;BA_TraBa;QR_PrAmb;QR_EsPub;QR_Total;QR_DenHa;RS_ResM2;RS_ComM2;RS_SAcM2;RS_AutM2;RS_OtrM2;RS_TotM2;RS_Mix;RS_ResCou;RS_ComCou;RS_SAcCou;RS_AutCou;RS_OtrCou;RS_TotCou;USM2_16;USM2_17;USM2_18;USM2_Tot;DL_2016;DL_2017;DL_2018;DL_HurPer;DL_HurAut;DL_RobPer;DL_Total;DL_Pr2016;DL_Pr2017;DL_Pr2018;DL_PrHurPer;DL_PrHurAut;DL_PrRobPer;DL_PrTotal
1;100921,7;97651,9;20071510,000;28,841;1023,000;0,241;6,950;1,787;4,232;0,931;1,434;35,448;9,225;2,223;0,310;0,075;0,507;0,122;1;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00240959;1001,79670607000;1100,000;0,00099820652;1;1;0;0;0;16,48353882950;1103,89492998000;21,51621368360;1360,99804981000;0,00000000000;0;0,00000000000;76,51133100000;81,51133100000;81,51133100000;86,51133100000;1292,00000000000;947;0,0011;Proteger;0;0;1;90,00000000000;1012,28681508000;0,00098786232;Calle pasante;1;0;Calle;Doble;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;3,000000;3,000000;4,480287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;100852,4;97637,0;20071510,000;28,841;1023,000;0,769;22,191;5,705;13,514;2,972;4,578;35,448;9,225;7,098;0,310;0,238;0,507;0,390;2;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00769403;945,36885778800;1000,000;0,00105778818;1;1;0;0;0;34,69914580330;1067,79071237000;0,00000000000;1364,83861293000;0,00000000000;0;1,00000000000;76,51133100000;81,51133100000;81,51133100000;86,51133100000;1294,00000000000;904;0,0011;Aislar;0;1;0;90,00000000000;958,70874388500;0,00104306966;Calle pasante;1;0;Calle;Doble;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;3,000000;3,000000;4,480287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;3;0;9;12;0,45064173;0,090128346;0;0,135192519;0;0,405577557;0,540770076
3;100805,9;97680,0;20071510,000;28,841;1023,000;0,036;1,046;0,269;0,637;0,140;0,216;35,448;9,225;0,335;0,310;0,011;0,507;0,018;3;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00036269;884,97412529800;900,000;0,00112997654;1;1;0;0;0;7,17471787339;1004,86425407000;18,45193908520;1316,83599119000;1,00000000000;0;2,00000000000;65,00000000000;70,00000000000;70,00000000000;75,00000000000;1294,00000000000;843;0,0012;Aislar;0;1;0;90,00000000000;896,98291406800;0,00111484844;Calle pasante;1;0;Calle;Doble;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;3,000000;3,000000;4,480287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;100687,9;97683,1;20071510,000;28,841;1023,000;2,673;77,081;19,816;46,942;10,323;15,902;35,448;9,225;24,654;0,310;0,828;0,507;1,356;4;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,02672583;776,92733584800;800,000;0,00128712166;1;1;0;0;0;61,03343063230;929,77557659100;124,63783708500;1307,26602368000;0,00000000000;0;3,00000000000;71,51133100000;76,51133100000;76,51133100000;81,51133100000;1294,00000000000;740;0,0014;Aislar;0;1;0;90,00000000000;794,55824085200;0,00125856098;Calle pasante;1;0;Calle;Doble;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;3,000000;3,000000;4,480287;0;0;0;0;13899,1497;13899,1497;0,6;0;0;0;0;2;2;0;0;0;0;0;3;8;0;0;11;11;0;0,038920248;0,103787327;0;0;0,142707574;0,142707574
5;100528,7;97729,0;20071510,000;28,841;1023,000;1,370;39,523;10,161;24,069;5,293;8,154;35,448;9,225;12,642;0,310;0,425;0,507;0,695;5;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01370372;613,29317249800;700,000;0,00163054155;1;1;0;0;0;87,87554985960;806,99811565500;290,22914288100;1269,71534166000;0,00000000000;0;4,00000000000;71,51133100000;76,51133100000;76,51133100000;81,51133100000;1294,00000000000;583;0,0017;Aislar;0;1;0;90,00000000000;638,15722535400;0,00156701195;Calle pasante;1;0;Calle;Doble;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;3,000000;3,000000;4,480287;4642;35;370;999;4679;10724;20,5;25;1;3;10;13;52;0;0;0;0;1;1;4;2;1;3;6;0,025301544;0,025301544;0,101206178;0,050603089;0,025301544;0,075904633;0,151809267
6;100583,9;97782,7;20071510,000;28,841;1023,000;0,662;19,099;4,910;11,631;2,558;3,940;35,448;9,225;6,109;0,310;0,205;0,507;0,336;6;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00662216;640,40859780500;700,000;0,00156150308;1;1;0;0;0;82,45014161510;788,87951430800;258,62425225600;1211,03967513000;0,00000000000;0;5,00000000000;66,19331000000;71,19331000000;71,19331000000;76,19331000000;1294,00000000000;599;0,0017;Aislar;0;1;0;90,00000000000;653,45269266100;0,00153033266;Calle pasante;1;0;Calle;Doble;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;3,000000;3,000000;4,480287;3119;0;0;643;0;3762;15,4;24;0;0;10;0;34;0;0;0;0;1;1;1;2;0;1;3;0,052358378;0,052358378;0,052358378;0,104716757;0;0,052358378;0,157075135
7;100623,7;97819,6;20071510,000;28,841;1023,000;0,690;19,901;5,116;12,120;2,665;4,106;35,448;9,225;6,365;0,310;0,214;0,507;0,350;7;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00690021;660,65780506200;700,000;0,00151364291;1;1;0;0;0;28,25370187450;781,63554114400;246,68138696300;1171,78948238000;1,00000000000;0;6,00000000000;71,51133100000;76,51133100000;76,51133100000;81,51133100000;1294,00000000000;617;0,0016;Aislar;0;1;0;90,00000000000;670,50917741100;0,00149140390;Calle pasante;1;0;Calle;Doble;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;3,000000;3,000000;4,480287;2092;36;42;554;483;3205;14,2;20;1;2;10;2;35;0;0;0;0;8;0;1;1;2;6;9;0,401988395;0;0,050248549;0,050248549;0,100497099;0,301491297;0,452236945
8;100428,1;97821,8;20071510,000;28,841;1023,000;1,391;40,117;10,314;24,431;5,372;8,276;35,448;9,225;12,831;0,310;0,431;0,507;0,706;8;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01390961;482,77681634000;500,000;0,00207135050;1;1;0;0;0;168,99787744000;679,47877375500;415,99724024100;1194,30513114000;0,00000000000;0;7,00000000000;66,51133100000;71,51133100000;71,51133100000;76,51133100000;1294,00000000000;447;0,0022;Aislar;0;1;0;90,00000000000;501,96954280700;0,00199215274;Calle pasante;1;0;Calle;Doble;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;3,000000;3,000000;4,480287;3768;0;0;1065;3363;8192;21,3;28;0;0;12;11;51;0;0;0;0;1;1;2;2;0;2;4;0,024927029;0,024927029;0,049854058;0,049854058;0;0,049854058;0,099708117
9;100488,5;97875,0;20071510,000;28,841;1023,000;0,815;23,509;6,044;14,317;3,148;4,850;35,448;9,225;7,519;0,310;0,253;0,507;0,414;9;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00815130;514,77734473000;600,000;0,00194258743;1;1;0;0;0;95,72686420150;660,00183402500;388,13342763600;1130,78956044000;0,00000000000;0;8,00000000000;66,51133100000;71,51133100000;71,51133100000;76,51133100000;1294,00000000000;471;0,0021;Aislar;0;1;0;90,00000000000;524,96314375800;0,00190489563;Calle pasante;1;0;Calle;Doble;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;3,000000;3,000000;4,480287;3299;0;87;488;379;4249;18,5;27;0;1;8;5;41;0;0;0;0;1;1;1;0;3;0;3;0,042536215;0,042536215;0,042536215;0;0,127608645;0;0,127608645
10;100536,2;97915,7;20071510,000;28,841;1023,000;0,905;26,094;6,708;15,891;3,494;5,383;35,448;9,225;8,346;0,310;0,280;0,507;0,459;10;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00904736;541,34640072700;600,000;0,00184724605;1;1;0;0;0;32,97991190350;652,32131204500;375,81177061200;1083,48983893000;0,00000000000;0;9,00000000000;71,51133100000;76,51133100000;76,51133100000;81,51133100000;1292,00000000000;491;0,0020;Proteger;0;0;1;90,00000000000;551,30829243600;0,00181386715;Calle pasante;1;0;Calle;Doble;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;3,000000;3,000000;4,480287;2453;0;0;1660;1066;5176;15,2;21;0;0;11;5;37;0;0;0;0;2;2;3;2;1;4;7;0,076646751;0,076646751;0,114970126;0,076646751;0,038323375;0,153293501;0,268263627
11;100326,3;97914,6;20071510,000;28,841;1023,000;1,396;40,255;10,349;24,515;5,391;8,305;35,448;9,225;12,876;0,310;0,433;0,507;0,708;11;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01395736;351,19281655600;400,000;0,00284743865;1;1;0;0;0;193,45359189700;555,99247752400;358,44407316800;1130,79735545000;1,00000000000;0;10,00000000000;66,51133100000;71,51133100000;71,51133100000;76,51133100000;1294,00000000000;310;0,0032;Aislar;0;1;0;90,00000000000;365,28058847300;0,00273762152;Calle pasante;1;0;Calle;Doble;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;3,000000;3,000000;4,480287;5426;123;475;1698;1251;8966;25,4;36;1;4;17;5;63;0;0;0;0;4;3;1;0;0;8;8;0,09936703;0,074525272;0,024841757;0;0;0,198734059;0,198734059
12;100389,5;97970,6;20071510,000;28,841;1023,000;0,920;26,542;6,824;16,164;3,554;5,476;35,448;9,225;8,489;0,310;0,285;0,507;0,467;12;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00920266;384,77667537100;400,000;0,00259891013;1;1;0;0;0;109,05624369400;528,44115782700;358,40827729800;1058,89488850000;0,00000000000;0;11,00000000000;66,51133100000;71,51133100000;71,51133100000;76,51133100000;1294,00000000000;343;0,0029;Aislar;0;1;0;90,00000000000;394,68621744600;0,00253365827;Calle pasante;1;0;Calle;Doble;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;3,000000;3,000000;4,480287;4517;0;0;857;0;5371;21;33;0;0;12;0;45;0;0;0;0;4;3;3;2;1;7;10;0,150706559;0,11302992;0,11302992;0,07535328;0,03767664;0,263736479;0,376766399
13;100228,2;98004,1;20071502,000;70,569;1067,000;1,303;91,975;18,964;57,926;15,085;22,672;15,111;23,824;31,051;0,398;0,519;3,440;4,484;13;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01303331;224,26160941000;300,000;0,00445907796;2;0;1;0;0;180,37639030200;444,84989395500;228,31956753500;1080,77753261000;1,00000000000;0;12,00000000000;66,19331000000;71,19331000000;71,19331000000;76,19331000000;1294,00000000000;181;0,0055;Aislar;0;1;0;90,00000000000;234,57182239500;0,00426308663;Calle pasante;1;0;Calle;Doble;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;3,000000;3,000000;4,480287;4102;44;110;1482;1793;7527;22;30;1;2;13;7;53;1621,62;0;0;1621,62;7;3;4;1;1;12;14;0,076108047;0,032617734;0,043490312;0,010872578;0,010872578;0,130470937;0,152216093
14;100443,4;98017,3;20071510,000;28,841;1023,000;1,041;30,024;7,719;18,284;4,021;6,194;35,448;9,225;9,603;0,310;0,323;0,507;0,528;14;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01041005;419,09986308000;500,000;0,00238606616;1;1;0;0;0;37,74451097940;515,80636581700;365,55244365400;1000,20948154000;1,00000000000;0;13,00000000000;66,51133100000;71,51133100000;71,51133100000;76,51133100000;1292,00000000000;354;0,0028;Proteger;0;0;1;90,00000000000;431,75321441400;0,00231613794;Calle pasante;1;0;Calle;Doble;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;3,000000;3,000000;4,480287;1285;0;40;355;3140;4818;8,3;10;0;1;5;6;22;0;0;0;0;9;1;0;1;3;6;10;0,29976106;0,033306784;0;0,033306784;0,099920353;0,199840707;0,333067845
15;100294,0;98062,9;20071502,000;70,569;1067,000;0,948;66,907;13,795;42,138;10,973;16,492;15,111;23,824;22,588;0,398;0,377;3,440;3,262;15;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00948105;263,02419305200;300,000;0,00380193163;2;0;1;0;0;121,87292518200;405,33177234700;225,78647360300;1001,38741055000;0,00000000000;0;14,00000000000;66,19331000000;71,19331000000;71,19331000000;76,19331000000;1291,00000000000;220;0,0045;Proteger;0;0;1;90,00000000000;275,88159161500;0,00362474348;Calle pasante;1;0;Calle;Doble;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;3,000000;3,000000;4,480287;3499;123;350;549;2156;6676;18,8;27;2;4;8;2;43;1621,62;0;0;1621,62;6;3;1;2;2;6;10;0,089677198;0,044838599;0,0149462;0,029892399;0,029892399;0,089677198;0,149461997
16;101285,7;98090,2;20071608,000;104,735;1106,000;1,438;150,616;36,769;96,825;17,023;22,336;10,552;33,359;47,972;0,854;1,228;1,231;1,770;16;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01438073;1070,33895990000;1100,000;0,00093428347;1;1;0;0;0;57,18057752940;1058,21256973000;264,47357430600;1084,40522653000;1,00000000000;0;15,00000000000;71,60723700000;76,60723700000;76,60723700000;81,60723700000;201,00000000000;894;0,0011;Proteger;0;0;1;80,00000000000;1079,55552958000;0,00092630714;Calle pasante;1;0;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;8,000000;8,000000;9,706382;5962;0;97;956;1104;8118;21,6;32;0;1;12;4;49;0;0;1510,42;1510,42;1;2;29;8;2;22;32;0,006639386;0,013278772;0,192542188;0,053115086;0,013278772;0,146066487;0,212460345
17;100563,8;98025,9;20071509,000;348,000;1218,000;3,503;1218,988;275,223;747,605;196,160;98,129;3,499;113,451;397,400;1,713;6,001;2,859;10,014;17;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,03502840;529,35684937000;600,000;0,00188908484;1;1;0;0;0;59,45779182310;586,22259894800;391,94303288500;970,80330573000;1,00000000000;0;16,00000000000;71,60723700000;76,60723700000;76,60723700000;81,60723700000;1292,00000000000;430;0,0023;Proteger;0;0;1;89,00000000000;537,54902308500;0,00186029545;Calle cortada;0;1;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;14138,57441;0;0;0;12812,11095;26950,68536;0,9;1;0;0;0;1;2;0;0;0;0;11;19;17;13;9;25;47;0,009023877;0,015586697;0,013945992;0,010664582;0,007383172;0,020508812;0,038556566
18;100956,2;97911,3;20071510,000;28,841;1023,000;22,533;649,874;167,074;395,768;87,031;134,069;35,448;9,225;207,862;0,310;6,984;0,507;11,432;18;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,22532763;937,44576926500;1000,000;0,00106672837;1;1;0;0;0;241,20583078900;964,39559595600;211,24436680500;1115,03202148000;0,00000000000;0;17,00000000000;71,60723700000;76,60723700000;76,60723700000;81,60723700000;1292,00000000000;819;0,0012;Proteger;0;0;1;89,00000000000;945,08335578300;0,00105810773;Calle cortada;0;1;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0;0;0;0;26448;26448;0,6;0;0;0;0;2;2;0;0;0;0;42;20;7;11;4;54;69;0,064627952;0,030775215;0,010771325;0,016926368;0,006155043;0,083093081;0,106174492
19;100134,3;98094,9;20071502,000;70,569;1067,000;1,349;95,215;19,632;59,967;15,616;23,471;15,111;23,824;32,145;0,398;0,537;3,440;4,642;19;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01349252;102,03273119100;200,000;0,00980077656;2;0;1;0;0;61,33030751180;347,74089399600;105,21820025500;1041,87426901000;0,00000000000;0;18,00000000000;71,51133100000;76,51133100000;76,51133100000;81,51133100000;1294,00000000000;61;0,0164;Aislar;0;1;0;90,00000000000;113,09550574200;0,00884208434;Calle pasante;1;0;Calle;Doble;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;3,000000;3,000000;4,480287;4541;52;297;658;309;5851;19;28;1;5;7;3;44;1621,62;0;0;1621,62;7;0;5;1;0;11;12;0,073517775;0;0,052512696;0,010502539;0;0,115527932;0,126030471
20;100353,7;98115,4;20071502,000;70,569;1067,000;1,088;76,788;15,833;48,361;12,594;18,928;15,111;23,824;25,924;0,398;0,433;3,440;3,743;20;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01088125;301,40875521200;400,000;0,00331775366;2;0;1;0;0;42,36117981120;384,59886769500;235,33531468000;931,56560845000;1,00000000000;0;19,00000000000;66,51133100000;71,51133100000;71,51133100000;76,51133100000;1292,00000000000;221;0,0045;Proteger;0;0;1;89,00000000000;309,28673672400;0,00323324566;Calle cortada;0;1;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;3130;1006;122;2170;516;6937;22,3;27;5;3;13;6;54;1621,62;0;0;1621,62;5;6;9;1;2;17;20;0,065114605;0,078137525;0,117206288;0,013022921;0,026045842;0,221389655;0,260458418
21;100191,5;98162,4;20071502,000;70,569;1067,000;1,275;89,954;18,547;56,654;14,754;22,174;15,111;23,824;30,369;0,398;0,507;3,440;4,385;21;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01274705;132,81715337700;200,000;0,00752914796;2;0;1;0;0;79,65051350900;282,76722677100;83,17567262510;954,97685357200;0,00000000000;0;20,00000000000;71,51133100000;76,51133100000;76,51133100000;81,51133100000;1291,00000000000;77;0,0130;Proteger;0;0;1;89,00000000000;142,03984901300;0,00704027783;Calle cortada;0;1;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;4788;57;209;941;849;6841;23,3;33;1;2;8;7;51;1621,62;0;0;1621,62;9;5;8;4;3;15;22;0,100050719;0,055583733;0,088933972;0,044466986;0,03335024;0,166751198;0,244568424
22;101192,7;98177,9;20071608,000;104,735;1106,000;1,438;150,589;36,762;96,807;17,020;22,332;10,552;33,359;47,964;0,854;1,228;1,231;1,770;22;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01437815;942,54474935800;1000,000;0,00106095758;1;1;0;0;0;55,12553432220;930,45714693400;158,96808568000;961,46038727500;3,00000000000;0;21,00000000000;66,51133100000;71,51133100000;71,51133100000;76,51133100000;201,00000000000;770;0,0013;Proteger;0;0;1;80,00000000000;952,16087785200;0,00105024269;Calle pasante;1;0;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;8,000000;8,000000;9,706382;4257;967;1911;1259;2242;10632;13,4;14;3;4;8;8;37;0;0;1510,42;1510,42;4;2;6;2;2;8;12;0,026562307;0,013281154;0,039843461;0,013281154;0,013281154;0,053124615;0,079686922
23;101366,0;98177,5;20071608,000;104,735;1106,000;1,544;161,743;39,485;103,977;18,280;23,986;10,552;33,359;51,516;0,854;1,319;1,231;1,901;23;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01544305;1022,80550609000;1100,000;0,00097770299;1;1;0;0;0;61,48378667300;1046,91629285000;332,26784454900;1056,44967478000;0,00000000000;0;22,00000000000;71,63713000000;76,63713000000;76,63713000000;81,63713000000;290,00000000000;857;0,0012;Proteger;0;0;1;67,00000000000;1035,41539856000;0,00096579595;Calle pasante;1;0;Calle;Doble;1;1,000000;Media;0,000000;1,000000;0,000000;5,000000;57,000000;62,000000;64,576607;5923;107;170;1551;0;7749;14,3;21;1;2;8;1;33;0;0;1510,42;1510,42;3;7;2;7;2;3;12;0,018547997;0,043278659;0,012365331;0,043278659;0,012365331;0,018547997;0,074191986
24;100432,2;98182,9;20071505,000;105,856;705,000;1,579;167,112;38,874;105,245;22,993;28,910;6,659;34,992;55,241;0,451;0,713;0,602;0,950;24;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01578673;355,36329526900;400,000;0,00281402163;2;0;1;0;0;61,16538744720;382,44273563800;282,20676204500;843,09827497300;1,00000000000;0;23,00000000000;66,51133100000;71,51133100000;71,51133100000;76,51133100000;1292,00000000000;230;0,0043;Proteger;0;0;1;89,00000000000;368,86339245800;0,00271103075;Calle cortada;0;1;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;4104;448;511;1254;7896;14208;24,3;28;6;5;12;9;60;0;1829,27;1862,646667;1854,3025;12;9;14;3;3;29;35;0,071808225;0,053856168;0,083776262;0,017952056;0,017952056;0,173536543;0,209440655
25;100024,9;98282,0;20071502,000;70,569;1067,000;0,098;6,949;1,433;4,376;1,140;1,713;15,111;23,824;2,346;0,398;0,039;3,440;0,339;25;9;0;0;0;0;0;0;0;0;1;NORTE;1;0;0,00098469;44,05321629990;100,000;0,02269981817;2;0;1;0;0;11,53684372630;204,00297952400;92,21566622100;953,78627191600;1,00000000000;0;24,00000000000;70,00000000000;75,00000000000;75,00000000000;80,00000000000;24,00000000000;0;0,0000;Proteger;0;0;1;89,00000000000;66,85182002330;0,01495845588;Calle cortada;0;1;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0;0;0;0;0;0;0;0;0;0;0;0;0;1621,62;0;0;1621,62;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26;100256,9;98221,3;20071502,000;70,569;1067,000;1,493;105,379;21,728;66,368;17,283;25,976;15,111;23,824;35,576;0,398;0,594;3,440;5,137;26;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01493282;176,73630130700;200,000;0,00565814715;2;0;1;0;0;47,35888257330;245,01549584400;102,78611754700;872,12427076800;1,00000000000;0;25,00000000000;71,60723700000;76,60723700000;76,60723700000;81,60723700000;1292,00000000000;77;0,0130;Proteger;0;0;1;89,00000000000;190,81130878500;0,00524077952;Calle cortada;0;1;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;5493;633;1386;1678;1103;10289;24,1;31;4;5;16;5;61;1621,62;0;0;1621,62;5;1;5;1;0;10;11;0,047447732;0,009489546;0,047447732;0,009489546;0;0,094895464;0,10438501
27;99931,5;98270,7;20071502,000;70,569;1067,000;0,798;56,323;11,613;35,473;9,238;13,884;15,111;23,824;19,015;0,398;0,318;3,440;2,746;27;9;0;0;0;0;0;0;0;0;1;NORTE;1;0;0,00798136;129,64588639600;200,000;0,00771331839;2;0;1;0;0;37,75374984190;278,65203466500;180,60655639500;1026,02056767000;3,00000000000;0;26,00000000000;71,19331000000;76,19331000000;76,51133100000;81,51133100000;1290,00000000000;40;0,0250;Proteger;0;0;1;89,00000000000;140,91146614700;0,00709665457;Calle cortada;0;1;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;3077;745;89;642;113;4663;18,3;21;8;1;6;1;37;1621,62;0;0;1621,62;7;4;1;2;0;10;12;0,124282089;0,071018337;0,017754584;0,035509168;0;0,177545841;0,21305501
28;101652,3;98277,8;20071902,000;407,617;1659,000;0,613;249,960;75,033;161,517;13,410;94,160;4,064;124,750;76,499;9,843;6,036;21,158;12,974;28;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00613223;966,75476127100;1000,000;0,00103438849;1;1;0;0;0;26,50055049420;1038,91367704000;180,77264889700;1121,69993193000;0,00000000000;0;27,00000000000;71,60723700000;76,60723700000;76,60723700000;81,60723700000;290,00000000000;810;0,0012;Proteger;0;0;1;66,00000000000;977,04119318700;0,00102349830;Calle pasante;1;0;Calle;Doble;1;1,000000;Media;0,000000;1,000000;0,000000;0,000000;9,000000;9,000000;8,349569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;9;2;0;15;17;0,032005139;0;0,036005782;0,008001285;0;0,060009636;0,068010921
29;101699,5;98277,5;20071902,000;407,617;1659,000;0,326;132,756;39,851;85,783;7,122;50,009;4,064;124,750;40,630;9,843;3,206;21,158;6,891;29;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00325689;980,35265244300;1000,000;0,00102004110;1;1;0;0;0;59,42536507290;1060,89971492000;140,48411518000;1152,55365358000;0,00000000000;0;28,00000000000;71,60723700000;76,60723700000;76,60723700000;81,60723700000;290,00000000000;829;0,0012;Proteger;0;0;1;66,00000000000;990,77990512600;0,00100930590;Calle pasante;1;0;Calle;Doble;1;1,000000;Media;0,000000;1,000000;0,000000;0,000000;9,000000;9,000000;8,349569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0,007532598;0,007532598;0;0;0,007532598
30;101728,1;98284,4;20071902,000;407,617;1659,000;0,327;133,187;39,980;86,061;7,145;50,171;4,064;124,750;40,761;9,843;3,216;21,158;6,913;30;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00326744;981,86870123400;1000,000;0,00101846611;1;1;0;0;0;84,38889476700;1068,79066489000;113,83715543400;1166,45705649000;0,00000000000;0;29,00000000000;76,63713000000;81,63713000000;81,63713000000;86,63713000000;290,00000000000;834;0,0012;Proteger;0;0;1;66,00000000000;993,35090151500;0,00100669360;Calle pasante;1;0;Calle;Doble;1;1,000000;Media;0,000000;1,000000;0,000000;0,000000;9,000000;9,000000;8,349569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31;101086,9;98250,0;20071607,000;102,268;947,000;1,803;184,369;37,185;118,565;28,619;32,910;9,256;34,570;62,324;0,218;0,393;0,971;1,751;31;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01802810;816,74848472100;900,000;0,00122436713;1;1;0;0;0;69,19434328030;803,57128445400;87,20785603660;847,17441449300;1,00000000000;0;30,00000000000;71,51133100000;76,51133100000;76,51133100000;81,51133100000;201,00000000000;655;0,0015;Proteger;0;0;1;81,00000000000;826,47763295300;0,00120995410;Calle pasante;1;0;Avenida;Doble;1;2,000000;Alta;1,000000;0,000000;0,000000;3,000000;17,000000;20,000000;26,641801;7366;3031;586;811;2660;14449;27,9;29;13;6;9;6;63;0;0;0;0;7;2;17;8;2;16;26;0,037967253;0,010847787;0,092206186;0,043391146;0,010847787;0,086782293;0,141021225
