PB_Obj;PB_Longi;PB_Latid;PB_Link10;PB_Den10;PB_Pob10;PB_UHecta;PB_Upobla;PB_UMen18;PB_UPEA65;PB_UMay65;PB_Uinmig;PB_RCHect;PB_UDenHo;PB_UHogar;PB_UDenNBIH;PB_UNBIH;PB_UDenNBI;PB_UNBI;GN_AuUni;GN_AuTra;GN_AuT1;GN_AuT2;GN_AuT3;GN_AuT4;GN_AuT5;GN_AuT6;GN_AuT7;GN_AuT8;GN_AuT9;GN_Secto;GN_SecNo;GN_SecSu;GN_AuKm2;GN_DsAu;GN_Ds100;GN_DsAuI;GN_AuFra;GN_AuFra1;GN_AuFra2;GN_AuFra3;GN_AuFra4;GN_DsAve;GN_DsSub;GN_DsEVe;GN_DsAcc;GN_DenPC;GN_EVeAm;RU_Id;RU_NDbaM;RU_NDbaX;RU_DDbaM;RU_DDbaX;RU_IdAu;RU_Ds;RU_DsInv;RU_Accio;RU_Reloc;RU_Aisla;RU_Prote;BA_Id;BA_Ds;BA_DsInv;BA_TBAu;BA_CPasan;BA_CCorta;BA_TVia;BA_SentVi;BA_TrPub;BA_IdTra;BA_NomTra;BA_TraAl;BA_TraMe;BA_TraBa;QR_PrAmb;QR_EsPub;QR_Total;QR_DenHa;RS_ResM2;RS_ComM2;RS_SAcM2;RS_AutM2;RS_OtrM2;RS_TotM2;RS_Mix;RS_ResCou;RS_ComCou;RS_SAcCou;RS_AutCou;RS_OtrCou;RS_TotCou;USM2_16;USM2_17;USM2_18;USM2_Tot;DL_2016;DL_2017;DL_2018;DL_HurPer;DL_HurAut;DL_RobPer;DL_Total;DL_Pr2016;DL_Pr2017;DL_Pr2018;DL_PrHurPer;DL_PrHurAut;DL_PrRobPer;DL_PrTotal
1489;104133,7;98887,1;20052212,000;158,916;909,000;0,001;0,091;0,019;0,059;0,013;0,012;5,713;57,061;0,033;0,525;0,000;3,498;0,002;1538;5;0;0;0;0;1;0;0;0;0;SUR;0;1;0,00000574;1238,75877557000;1300,000;0,00080725967;1;1;0;0;0;0,05144916768;577,69680222500;605,45796669600;1238,75877557000;3,00000000000;0;1488,00000000000;70,00000000000;75,00000000000;75,00000000000;80,00000000000;712,00000000000;1116;0,0009;Proteger;0;0;1;42,00000000000;1259,18339184000;0,00079416549;Calle pasante;1;0;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;8,000000;8,000000;8,020854;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1633,33;1752,830313;1749,209091;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1490;102973,2;98827,5;20072409,000;125,661;950,000;1,367;171,732;35,612;108,462;27,658;19,698;7,553;45,146;61,697;0,266;0,364;1,192;1,629;1539;6;0;0;0;0;0;1;0;0;0;SUR;0;1;0,01366623;1094,47449534000;1100,000;0,00091368050;1;1;0;0;0;59,00090600790;1338,47407532000;908,93361155500;1094,47449534000;1,00000000000;0;1489,00000000000;71,60723700000;76,60723700000;76,60723700000;81,60723700000;632,00000000000;956;0,0010;Proteger;0;0;1;51,00000000000;1131,15406713000;0,00088405287;Calle pasante;1;0;Avenida;Doble;1;2,000000;Alta;1,000000;0,000000;0,000000;0,000000;17,000000;17,000000;16,745469;8005;190;206;1614;0;10011;24,2;34;4;2;14;0;54;0;0;2043,366667;2043,366667;4;8;4;5;1;10;16;0,023292139;0,046584278;0,023292139;0,029115174;0,005823035;0,058230347;0,093168555
1491;103561,8;98869,5;20072411,000;145,658;1040,000;0,373;54,364;11,709;32,148;10,507;5,491;7,135;51,998;19,407;0,140;0,052;0,562;0,210;1540;6;0;0;0;0;0;1;0;0;0;SUR;0;1;0,00373231;1179,45888116000;1200,000;0,00084784643;1;1;0;0;0;68,74946347440;1124,53094666000;1177,35000780000;1184,17084307000;1,00000000000;0;1490,00000000000;71,51133100000;76,51133100000;76,51133100000;81,51133100000;646,00000000000;1033;0,0010;Proteger;0;0;1;46,00000000000;1188,86321855000;0,00084113966;Calle pasante;1;0;Avenida;Doble;1;2,000000;Alta;1,000000;0,000000;0,000000;1,000000;22,000000;23,000000;24,442083;1769;52;0;621;0;2441;11,6;17;1;0;8;0;26;0;1698,11;0;1698,11;0;2;1;0;0;3;3;0;0,036788951;0,018394476;0;0;0,055183427;0,055183427
1492;103617,9;98842,0;20072411,000;145,658;1040,000;0,367;53,524;11,528;31,651;10,345;5,406;7,135;51,998;19,107;0,140;0,052;0,562;0,206;1541;6;0;0;0;0;0;1;0;0;0;SUR;0;1;0,00367464;1214,90398132000;1300,000;0,00082311032;1;1;0;0;0;19,69560489140;1064,57620427000;1121,91546385000;1234,96046193000;3,00000000000;0;1491,00000000000;76,60723700000;81,60723700000;81,60723700000;86,60723700000;646,00000000000;1080;0,0009;Proteger;0;0;1;46,00000000000;1225,36848997000;0,00081608105;Calle pasante;1;0;Avenida;Doble;1;2,000000;Alta;1,000000;0,000000;0,000000;1,000000;22,000000;23,000000;24,442083;1405;176;76;551;0;2206;9,8;13;2;1;8;0;24;0;1698,11;0;1698,11;13;2;7;3;1;18;22;0,242880686;0,037366259;0,130781908;0,056049389;0,01868313;0,336296334;0,411028853
1493;103603,8;98897,0;20072411,000;91,681;1036,000;1,649;151,184;29,916;97,920;23,349;13,138;11,295;33,555;55,333;0,178;0,293;2,832;4,670;1542;6;0;0;0;0;0;1;0;0;0;SUR;0;1;0,00000549;1158,43248755000;1100,000;0,00086323546;1;1;0;0;0;21,97913924660;1088,73234639000;1135,45146180000;1180,12877323000;3,00000000000;0;213,00000000000;71,51133100000;76,51133100000;81,60723700000;86,60723700000;646,00000000000;1025;0,0010;Proteger;0;0;1;46,00000000000;1168,70539163000;0,00085564763;Calle pasante;1;0;Avenida;Doble;1;2,000000;Alta;1,000000;0,000000;0,000000;1,000000;22,000000;23,000000;24,442083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1698,11;0;1698,11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1494;102612,2;98872,0;20072007,000;138,071;816,000;0,983;135,784;29,786;86,862;19,136;25,962;5,912;47,195;46,413;1,015;0,998;5,583;5,491;1543;7;0;0;0;0;0;0;1;0;0;SUR;0;1;0,00983437;977,74600169100;1000,000;0,00102276051;1;1;0;0;0;289,06499979300;1150,00799456000;609,47028411500;1059,23244059000;0,00000000000;0;1493,00000000000;66,60723700000;71,60723700000;71,60723700000;76,60723700000;491,00000000000;814;0,0012;Proteger;0;0;1;64,00000000000;985,22978839300;0,00101499164;Calle pasante;1;0;Calle;Sencillo;1;1,000000;Media;0,000000;1,000000;0,000000;11,000000;34,000000;45,000000;16,816772;3790;0;172;908;2346;7213;19,9;27;0;3;13;8;51;0;0;2123,08;2123,08;10;3;3;2;2;12;16;0,073646297;0,022093889;0,022093889;0,014729259;0,014729259;0,088375556;0,117834074
1495;103090,1;98852,0;20072410,000;134,170;962,000;1,419;190,386;38,592;118,942;32,852;24,350;7,163;45,091;63,983;0,559;0,793;1,952;2,770;1544;6;0;0;0;0;0;1;0;0;0;SUR;0;1;0,01418987;1071,58511054000;1100,000;0,00093319699;1;1;0;0;0;175,80015171400;1343,37904549000;995,16989339300;1071,58511054000;0,00000000000;0;1494,00000000000;61,19331000000;66,19331000000;66,19331000000;71,19331000000;632,00000000000;947;0,0011;Proteger;0;0;1;50,00000000000;1126,86754028000;0,00088741575;Calle pasante;1;0;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;10,000000;10,000000;7,222302;7814;217;98;1804;2161;12090;26,1;36;2;1;15;6;60;0;0;2373,13;2373,13;5;6;6;1;1;15;17;0,026262474;0,031514969;0,031514969;0,005252495;0,005252495;0,078787422;0,089292412
1496;103691,9;98855,8;20052213,000;126,257;678,000;1,302;164,372;32,971;106,914;24,486;17,703;5,364;40,641;52,910;0,374;0,487;3,727;4,852;1545;5;0;0;0;0;1;0;0;0;0;SUR;0;1;0,01301880;1212,02070178000;1300,000;0,00082506842;1;1;0;0;0;55,59432225580;994,14741745100;1047,50919518000;1260,86867177000;3,00000000000;0;1495,00000000000;76,60723700000;81,60723700000;81,60723700000;86,60723700000;693,00000000000;1071;0,0009;Proteger;0;0;1;45,00000000000;1221,48912651000;0,00081867286;Calle pasante;1;0;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;15,000000;15,000000;15,723270;6300;605;443;1224;3032;11603;24;26;8;4;12;8;58;1715,63;0;2061,07;1830,776667;2;1;7;1;0;9;10;0,012167559;0,00608378;0,042586458;0,00608378;0;0,054754017;0,060837797
1497;103018,8;98911,9;20072410,000;159,455;877,000;1,003;159,941;29,362;104,317;26,262;21,336;5,502;60,159;60,342;0,000;0,000;0,547;0,549;1546;6;0;0;0;0;0;1;0;0;0;SUR;0;1;0,00000623;1009,23510836000;1000,000;0,00099084940;1;1;0;0;0;118,39410077100;1266,54420815000;903,74738142100;1009,23510836000;0,00000000000;0;198,00000000000;71,60723700000;76,60723700000;76,60723700000;81,60723700000;632,00000000000;877;0,0011;Proteger;0;0;1;50,00000000000;1056,20348973000;0,00094678725;Calle pasante;1;0;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;10,000000;10,000000;7,222302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2373,13;2373,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1498;103810,3;98941,6;20052213,000;134,528;713,000;0,717;96,520;21,389;60,375;14,755;9,884;5,294;46,468;33,339;1,324;0,950;4,912;3,524;1547;5;0;0;0;0;1;0;0;0;0;SUR;0;1;0,00000116;1142,95534519000;1100,000;0,00087492482;1;1;0;0;0;117,60522151100;900,48992765000;930,82784048400;1167,27491064000;0,00000000000;0;230,00000000000;61,51133100000;66,51133100000;66,51133100000;71,51133100000;693,00000000000;996;0,0010;Proteger;0;0;1;44,00000000000;1153,48964762000;0,00086693453;Calle pasante;1;0;Calle;Sencillo;1;1,000000;Media;0,000000;1,000000;0,000000;0,000000;6,000000;6,000000;6,025306;0;0;0;0;0;0;0;0;0;0;0;0;0;1715,63;0;2061,07;1830,776667;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1499;103201,3;98876,0;20072410,000;134,170;962,000;1,266;169,854;34,430;106,114;29,309;21,724;7,163;45,091;57,083;0,559;0,708;1,952;2,472;1548;6;0;0;0;0;0;1;0;0;0;SUR;0;1;0,01265956;1061,11670197000;1100,000;0,00094240341;1;1;0;0;0;177,05044096800;1357,06933058000;1082,58995463000;1061,11670197000;0,00000000000;0;1498,00000000000;61,51133100000;66,51133100000;66,51133100000;71,51133100000;638,00000000000;942;0,0011;Proteger;0;0;1;49,00000000000;1124,48760709000;0,00088929393;Calle pasante;1;0;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;50,000000;50,000000;30,915724;8657;0;0;1617;277;10547;25,1;38;0;0;14;3;55;0;0;2373,13;2373,13;4;5;7;4;1;11;16;0,023549703;0,029437129;0,04121198;0,023549703;0,005887426;0,064761683;0,094198812
1500;103810,0;98881,4;20052213,000;126,257;678,000;1,531;193,237;38,761;125,690;28,786;20,812;5,364;40,641;62,201;0,374;0,572;3,727;5,704;1549;5;0;0;0;0;1;0;0;0;0;SUR;0;1;0,01530506;1202,70662465000;1300,000;0,00083145796;1;1;0;0;0;58,81553408920;884,31110858400;929,12928760200;1227,40566840000;0,00000000000;0;1499,00000000000;71,60723700000;76,60723700000;76,60723700000;81,60723700000;693,00000000000;1056;0,0009;Proteger;0;0;1;44,00000000000;1212,93861153000;0,00082444403;Calle pasante;1;0;Calle;Sencillo;1;1,000000;Media;0,000000;1,000000;0,000000;0,000000;6,000000;6,000000;6,025306;10837;531;2002;1702;1152;16220;27;35;4;10;12;8;69;1715,63;0;2061,07;1830,776667;5;1;11;4;6;7;17;0,02587495;0,00517499;0,05692489;0,02069996;0,03104994;0,03622493;0,087974829
1501;104415,6;98944,6;20052011,000;156,309;830,000;0,004;0,562;0,123;0,365;0,074;0,064;5,311;56,865;0,205;0,188;0,001;3,764;0,014;1550;4;0;0;0;1;0;0;0;0;0;SUR;0;1;0,00003599;1227,64678893000;1300,000;0,00081456654;1;1;0;0;0;0,14805096837;374,73514088500;329,72780703200;1227,64678893000;5,00000000000;0;1500,00000000000;70,00000000000;75,00000000000;81,19331000000;86,19331000000;740,00000000000;1091;0,0009;Proteger;0;0;1;39,00000000000;1249,48327202000;0,00080033084;Calle pasante;1;0;Calle;Sencillo;1;1,000000;Media;0,000000;1,000000;0,000000;0,000000;21,000000;21,000000;20,019066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2740,345;2740,345;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1502;103310,7;98899,3;20072411,000;145,658;1040,000;1,406;204,828;44,117;121,124;39,587;20,688;7,135;51,998;73,121;0,140;0,197;0,562;0,790;1551;6;0;0;0;0;0;1;0;0;0;SUR;0;1;0,01406226;1063,07311423000;1100,000;0,00094066907;1;1;0;0;0;177,95689573000;1350,74668554000;1173,22345423000;1063,07311423000;0,00000000000;0;1501,00000000000;66,60723700000;71,60723700000;71,60723700000;76,60723700000;646,00000000000;937;0,0011;Proteger;0;0;1;48,00000000000;1121,92579397000;0,00089132455;Calle pasante;1;0;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;7,000000;7,000000;7,074280;7165;134;0;2008;736;10042;22,8;34;1;0;9;3;47;0;1698,11;0;1698,11;1;2;4;1;0;6;7;0,004882136;0,009764273;0,019528545;0,004882136;0;0,029292818;0,034174954
1503;103293,3;98957,1;20072411,000;88,163;931,000;1,726;152,130;27,779;100,167;24,184;11,105;10,551;32,603;56,258;0,284;0,489;1,705;2,942;1552;6;0;0;0;0;0;1;0;0;0;SUR;0;1;0,00004427;1002,66939146000;1000,000;0,00099733772;1;1;0;0;0;238,11316758100;1293,55291694000;1136,11870823000;1002,66939146000;0,00000000000;0;248,00000000000;66,60723700000;71,60723700000;71,60723700000;76,60723700000;646,00000000000;877;0,0011;Proteger;0;0;1;48,00000000000;1062,04565251000;0,00094157911;Calle pasante;1;0;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;7,000000;7,000000;7,074280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1698,11;0;1698,11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1504;103179,2;98937,4;20072406,000;142,339;1059,000;1,522;216,657;47,873;137,891;30,892;27,819;7,438;49,882;75,926;0,539;0,820;1,746;2,657;1553;6;0;0;0;0;0;1;0;0;0;SUR;0;1;0,00001862;996,93557267000;1000,000;0,00100307385;1;1;0;0;0;241,57188093200;1291,89470918000;1037,16215683000;996,93557267000;0,00000000000;0;236,00000000000;66,60723700000;71,60723700000;71,60723700000;76,60723700000;638,00000000000;878;0,0011;Proteger;0;0;1;49,00000000000;1060,28334208000;0,00094314412;Calle pasante;1;0;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;50,000000;50,000000;30,915724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1977,885;2019,563846;2009,757059;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1505;103358,4;98971,2;20072411,000;88,163;931,000;1,695;149,459;27,291;98,409;23,759;10,911;10,551;32,603;55,271;0,284;0,481;1,705;2,891;1554;6;0;0;0;0;0;1;0;0;0;SUR;0;1;0,00000130;1009,30144528000;1000,000;0,00099078427;1;1;0;0;0;238,83510522500;1278,40995924000;1193,10821887000;1009,30144528000;0,00000000000;0;258,00000000000;66,19331000000;71,19331000000;71,19331000000;76,19331000000;646,00000000000;875;0,0011;Proteger;0;0;1;47,00000000000;1059,27368085000;0,00094404309;Calle pasante;1;0;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;9,000000;35,000000;44,000000;43,179588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1698,11;0;1698,11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1506;103934,4;98907,2;20052212,000;158,916;909,000;1,457;231,489;48,641;150,506;32,342;29,283;5,713;57,061;83,120;0,525;0,765;3,498;5,095;1555;5;0;0;0;0;1;0;0;0;0;SUR;0;1;0,01456676;1193,30576280000;1200,000;0,00083800819;1;1;0;0;0;57,86658551960;771,75904416400;805,11530935600;1201,57845450000;1,00000000000;0;1505,00000000000;71,60723700000;76,60723700000;76,60723700000;81,60723700000;693,00000000000;1055;0,0009;Proteger;0;0;1;43,00000000000;1203,73598023000;0,00083074695;Calle pasante;1;0;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;5,000000;5,000000;5,177055;11209;0;295;2335;470;14307;25,2;36;0;4;18;6;64;0;1633,33;1752,830313;1749,209091;7;9;2;4;0;14;18;0,030238992;0,038878705;0,008639712;0,017279424;0;0,060477985;0,077757409
1507;104502,8;98963,1;20052011,000;156,309;830,000;0,002;0,317;0,070;0,206;0,042;0,036;5,311;56,865;0,115;0,188;0,000;3,764;0,008;1556;4;0;0;0;1;0;0;0;0;0;SUR;0;1;0,00002031;1226,37229750000;1300,000;0,00081541307;1;1;0;0;0;0,13236117597;338,45639255400;250,11059121700;1226,37229750000;1,00000000000;0;1506,00000000000;70,00000000000;75,00000000000;75,00000000000;80,00000000000;740,00000000000;1083;0,0009;Proteger;0;0;1;39,00000000000;1248,45398814000;0,00080099067;Calle pasante;1;0;Calle;Sencillo;1;1,000000;Media;0,000000;1,000000;0,000000;0,000000;21,000000;21,000000;20,019066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2740,345;2740,345;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1508;102551,2;98959,5;20072007,000;127,543;815,000;1,866;238,038;54,909;143,115;40,014;29,493;6,388;44,302;82,681;0,784;1,463;2,503;4,671;1557;7;0;0;0;0;0;0;1;0;0;SUR;0;1;0,00000641;871,07584742700;900,000;0,00114800566;1;1;0;0;0;216,86254425000;1043,35605338000;503,26664829500;982,02844635400;1,00000000000;0;246,00000000000;66,51133100000;71,51133100000;71,51133100000;76,51133100000;491,00000000000;707;0,0014;Proteger;0;0;1;64,00000000000;878,59331819700;0,00113818302;Calle pasante;1;0;Calle;Sencillo;1;1,000000;Media;0,000000;1,000000;0,000000;11,000000;34,000000;45,000000;16,816772;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2123,08;2123,08;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1509;102592,7;98936,7;20072007,000;138,071;816,000;0,984;135,891;29,809;86,930;19,151;25,982;5,912;47,195;46,449;1,015;0,999;5,583;5,495;1558;7;0;0;0;0;0;0;1;0;0;SUR;0;1;0,00984209;913,62928246600;1000,000;0,00109453585;1;1;0;0;0;260,82994700600;1086,40367959000;547,88953533200;997,61525588200;1,00000000000;0;1508,00000000000;66,60723700000;71,60723700000;71,60723700000;76,60723700000;491,00000000000;749;0,0013;Proteger;0;0;1;63,00000000000;920,95653592000;0,00108582757;Calle pasante;1;0;Calle;Doble;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;2,000000;2,000000;6,594131;5876;0;280;1089;788;8032;22;33;0;3;13;3;52;0;0;2123,08;2123,08;2;6;5;3;1;9;13;0,014717706;0,044153117;0,036794264;0,022076558;0,007358853;0,066229675;0,095665087
1510;104187,8;98928,1;20052212,000;158,916;909,000;0,581;92,372;19,409;60,057;12,906;11,685;5,713;57,061;33,168;0,525;0,305;3,498;2,033;1559;5;0;0;0;0;1;0;0;0;0;SUR;0;1;0,00581261;1206,19594718000;1300,000;0,00082905269;1;1;0;0;0;24,97039740010;546,28025734900;553,27980450300;1206,19594718000;5,00000000000;0;1509,00000000000;71,51133100000;76,51133100000;81,51133100000;86,51133100000;722,00000000000;1083;0,0009;Proteger;0;0;1;41,00000000000;1228,29255105000;0,00081413829;Calle pasante;1;0;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;10,000000;10,000000;7,748935;2402;529;528;168;123;3749;8;9;3;3;2;2;19;0;1633,33;1752,830313;1749,209091;6;19;5;2;1;27;30;0,064954984;0,205690784;0,054129154;0,021651661;0,010825831;0,29229743;0,324774922
1511;103424,8;98922,9;20072411,000;145,658;1040,000;1,405;204,695;44,088;121,046;39,561;20,674;7,135;51,998;73,073;0,140;0,197;0,562;0,789;1560;6;0;0;0;0;0;1;0;0;0;SUR;0;1;0,01405311;1078,08398552000;1100,000;0,00092757152;1;1;0;0;0;178,33111771200;1269,24766849000;1271,46130387000;1078,08398552000;0,00000000000;0;1510,00000000000;66,19331000000;71,19331000000;71,19331000000;76,19331000000;646,00000000000;938;0,0011;Proteger;0;0;1;47,00000000000;1115,11824450000;0,00089676589;Calle pasante;1;0;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;9,000000;35,000000;44,000000;43,179588;8419;68;149;1500;1580;11714;23,7;34;1;2;12;5;54;0;1698,11;0;1698,11;3;1;4;1;0;7;8;0,014655936;0,004885312;0,019541248;0,004885312;0;0,034197183;0,039082495
1512;104039,7;98931,4;20052212,000;158,916;909,000;1,083;172,161;36,175;111,933;24,053;21,778;5,713;57,061;61,817;0,525;0,569;3,498;3,789;1561;5;0;0;0;0;1;0;0;0;0;SUR;0;1;0,01083345;1184,32395766000;1200,000;0,00084436357;1;1;0;0;0;60,31845853720;681,47161626400;701,23214999900;1184,32395766000;3,00000000000;0;1511,00000000000;71,60723700000;76,60723700000;76,60723700000;81,60723700000;704,00000000000;1056;0,0009;Proteger;0;0;1;42,00000000000;1199,36461388000;0,00083377481;Calle pasante;1;0;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;8,000000;8,000000;8,020854;5520;930;398;836;1786;9468;24;24;12;4;9;5;54;0;1633,33;1752,830313;1749,209091;14;7;9;5;2;23;30;0,081319252;0,040659626;0,052276662;0,02904259;0,011617036;0,133595915;0,174255541
1513;104695,3;99004,0;20052012,000;101,800;905,000;0,000;0,046;0,010;0,031;0,005;0,005;8,888;33,416;0,015;0,561;0,000;6,075;0,003;1562;4;0;0;0;1;0;0;0;0;0;SUR;0;1;0,00000450;1230,65204367000;1300,000;0,00081257737;1;1;0;0;0;0,04391890154;337,34173907400;80,86390579100;1246,28505299000;3,00000000000;0;1512,00000000000;70,00000000000;75,00000000000;75,00000000000;80,00000000000;740,00000000000;1088;0,0009;Proteger;0;0;1;37,00000000000;1238,71165487000;0,00080729038;Calle pasante;1;0;Calle;Sencillo;1;1,000000;Media;0,000000;1,000000;0,000000;0,000000;3,000000;3,000000;3,269042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1892,575;2298,518182;2236,065385;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1514;104764,2;99017,8;20052012,000;101,800;905,000;0,000;0,041;0,009;0,028;0,005;0,005;8,888;33,416;0,013;0,561;0,000;6,075;0,002;1563;4;0;0;0;1;0;0;0;0;0;SUR;0;1;0,00000400;1228,28394668000;1300,000;0,00081414400;1;1;0;0;0;7,36717477349;362,97159554600;21,54787918260;1261,57446744000;5,00000000000;0;1513,00000000000;70,00000000000;75,00000000000;75,00000000000;80,00000000000;740,00000000000;1099;0,0009;Proteger;0;0;1;36,00000000000;1236,50169642000;0,00080873322;Calle pasante;1;0;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;6,000000;6,000000;6,504770;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1892,575;2298,518182;2236,065385;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1515;103605,3;98994,4;20052213,000;91,681;1036,000;1,649;151,184;29,916;97,920;23,349;13,138;11,295;33,555;55,333;0,178;0,293;2,832;4,670;1564;5;0;0;0;0;1;0;0;0;0;SUR;0;1;0,00001277;1062,22655208000;1100,000;0,00094141876;1;1;0;0;0;0,09848967776;1111,88735704000;1139,47621178000;1097,41807242000;3,00000000000;0;213,00000000000;71,51133100000;76,51133100000;81,60723700000;86,60723700000;693,00000000000;933;0,0011;Proteger;0;0;1;45,00000000000;1072,87311983000;0,00093207667;Calle pasante;1;0;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;15,000000;15,000000;15,723270;0;0;0;0;0;0;0;0;0;0;0;0;0;1715,63;0;2061,07;1830,776667;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1516;103666,7;98972,9;20052213,000;126,257;678,000;1,363;172,129;34,527;111,960;25,642;18,538;5,364;40,641;55,407;0,374;0,510;3,727;5,081;1565;5;0;0;0;0;1;0;0;0;0;SUR;0;1;0,01363320;1092,48944173000;1100,000;0,00091534065;1;1;0;0;0;55,45718645550;1046,86415171000;1076,33280045000;1149,19118052000;1,00000000000;0;1515,00000000000;71,51133100000;76,51133100000;76,51133100000;81,51133100000;693,00000000000;953;0,0010;Proteger;0;0;1;45,00000000000;1101,89755369000;0,00090752538;Calle pasante;1;0;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;15,000000;15,000000;15,723270;824;129;8991;4662;9798;24403;5,6;4;1;3;5;7;20;1715,63;0;2061,07;1830,776667;9;6;3;1;2;15;18;0,052286477;0,034857652;0,017428826;0,005809609;0,011619217;0,087144129;0,104572955
1517;103739,2;98965,6;20052208,000;134,528;713,000;0,853;114,797;25,439;71,808;17,550;11,755;5,294;46,468;39,652;1,324;1,130;4,912;4,191;1566;5;0;0;0;0;1;0;0;0;0;SUR;0;1;0,00002275;1109,87259097000;1100,000;0,00090100432;1;1;0;0;0;124,83618541000;975,48781291000;1003,46995793000;1149,12904569000;0,00000000000;0;226,00000000000;61,51133100000;66,51133100000;66,51133100000;71,51133100000;693,00000000000;964;0,0010;Proteger;0;0;1;44,00000000000;1120,57320964000;0,00089240042;Calle pasante;1;0;Calle;Sencillo;1;1,000000;Media;0,000000;1,000000;0,000000;0,000000;6,000000;6,000000;6,025306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1795,695;1795,695;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1518;103003,4;99044,3;20072410,000;142,339;1059,000;1,554;221,193;48,876;140,778;31,539;28,401;7,438;49,882;77,516;0,539;0,837;1,746;2,713;1567;6;0;0;0;0;0;1;0;0;0;SUR;0;1;0,00000084;876,93388392500;900,000;0,00114033682;1;1;0;0;0;125,70993382500;1134,60870726000;834,08872564900;876,93388392500;0,00000000000;0;283,00000000000;66,19331000000;71,19331000000;71,19331000000;76,19331000000;632,00000000000;743;0,0013;Proteger;0;0;1;50,00000000000;922,92658184800;0,00108350980;Calle pasante;1;0;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;10,000000;10,000000;7,222302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2373,13;2373,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1519;103840,7;99050,4;20052211,000;134,528;713,000;0,717;96,520;21,389;60,375;14,755;9,884;5,294;46,468;33,339;1,324;0,950;4,912;3,524;1568;5;0;0;0;0;1;0;0;0;0;SUR;0;1;0,00000000;1038,42225983000;1100,000;0,00096299939;1;1;0;0;0;217,59093456600;911,60929413700;914,24618173200;1057,33534566000;0,00000000000;0;230,00000000000;61,51133100000;66,51133100000;66,51133100000;71,51133100000;693,00000000000;894;0,0011;Proteger;0;0;1;43,00000000000;1050,43286688000;0,00095198849;Calle pasante;1;0;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;5,000000;5,000000;5,177055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1802,08;1612,99;1707,535;0;0;0;0;0;0;0;0;0;0;0;0;0;0
